cellType,p_val,avg_logFC,pct.1,pct.2,p_val_adj,ensemblID,cellTypeShort,geneID,n,Unique
Unknown,1.76798658886512e-15,0.890313533906737,0.213,0.109,3.82061901853753e-11,ENSG00000082397,Unknown,EPB41L3,5,FALSE
Unknown,1.81898899221548e-15,0.876922594085722,0.14,0.057,3.93083521217766e-11,ENSG00000074590,Unknown,NUAK1,4,FALSE
Unknown,6.72776611589472e-15,0.749843868768136,0.336,0.225,1.45387025764485e-10,ENSG00000033627,Unknown,ATP6V0A1,4,FALSE
Unknown,7.31597288675934e-15,0.677585089147179,0.314,0.195,1.58098174082869e-10,ENSG00000163531,Unknown,NFASC,4,FALSE
Unknown,7.98709495440606e-15,0.734993648525484,0.101,0.034,1.72601121964715e-10,ENSG00000075399,Unknown,VPS9D1,1,TRUE
Unknown,9.55106566003129e-15,0.769830262483773,0.13,0.051,2.06398528913276e-10,ENSG00000167971,Unknown,CASKIN1,3,FALSE
Unknown,9.62648347248657e-15,0.691641436692391,0.107,0.038,2.08028307840435e-10,ENSG00000100320,Unknown,RBFOX2,4,FALSE
Unknown,1.61113150238651e-14,0.778099911847049,0.136,0.055,3.48165517665724e-10,ENSG00000126705,Unknown,AHDC1,2,FALSE
Unknown,2.58979681586108e-14,0.565520765382333,0.451,0.357,5.5965509190758e-10,ENSG00000109046,Unknown,WSB1,3,FALSE
Unknown,3.02380833158411e-14,0.721507255072267,0.364,0.263,6.53444980455327e-10,ENSG00000006652,Unknown,IFRD1,3,FALSE
Unknown,4.79611618107311e-14,0.826348541719879,0.217,0.117,1.0364407067299e-09,ENSG00000159164,Unknown,SV2A,4,FALSE
Unknown,9.97963508778417e-14,0.675105583172981,0.148,0.065,2.15659914247016e-09,ENSG00000152578,Unknown,GRIA4,4,FALSE
Unknown,1.00850151173402e-13,0.831883702629032,0.146,0.064,2.17937176685722e-09,ENSG00000159788,Unknown,RGS12,2,FALSE
Unknown,1.92613592973587e-13,0.748133448711409,0.176,0.086,4.16237974415922e-09,ENSG00000166922,Unknown,SCG5,2,FALSE
Unknown,2.4719787514999e-13,0.710037933097565,0.227,0.126,5.34194608199128e-09,ENSG00000153113,Unknown,CAST,4,FALSE
Unknown,2.56083216332657e-13,0.603900142962558,0.101,0.036,5.53395830494872e-09,ENSG00000162929,Unknown,KIAA1841,1,TRUE
Unknown,4.46639491916074e-13,0.739671581121158,0.123,0.051,9.65187942030636e-09,ENSG00000172893,Unknown,DHCR7,3,FALSE
Unknown,5.28042920999445e-13,0.764745148025518,0.107,0.041,1.1411007522798e-08,ENSG00000130714,Unknown,POMT1,2,FALSE
Unknown,5.875188124583e-13,0.678987980044383,0.107,0.041,1.26962815372239e-08,ENSG00000127511,Unknown,SIN3B,2,FALSE
Unknown,6.55673434202508e-13,0.756313100847835,0.178,0.089,1.41691029131162e-08,ENSG00000172932,Unknown,ANKRD13D,3,FALSE
Unknown,6.64062980673697e-13,0.757606881475384,0.275,0.173,1.43504010123586e-08,ENSG00000179094,Unknown,PER1,2,FALSE
Unknown,1.09136901834871e-12,0.734432095818394,0.105,0.04,2.35844844865156e-08,ENSG00000197872,Unknown,FAM49A,2,FALSE
Unknown,1.11632098659708e-12,0.64844248715519,0.154,0.071,2.41236965203629e-08,ENSG00000179820,Unknown,MYADM,5,FALSE
Unknown,1.14543845565797e-12,0.799655904036787,0.134,0.058,2.47529250267688e-08,ENSG00000151240,Unknown,DIP2C,1,TRUE
Unknown,1.34525933913057e-12,0.748529084330434,0.117,0.048,2.90710543186116e-08,ENSG00000168924,Unknown,LETM1,2,FALSE
Unknown,1.39366336322719e-12,0.839485171715278,0.217,0.124,3.01170652793396e-08,ENSG00000151276,Unknown,MAGI1,4,FALSE
Unknown,1.48848158048135e-12,0.674878729259715,0.211,0.114,3.21660869542021e-08,ENSG00000160305,Unknown,DIP2A,3,FALSE
Unknown,1.81183774802222e-12,0.791284286385122,0.235,0.14,3.91538137347603e-08,ENSG00000104824,Unknown,HNRNPL,2,FALSE
Unknown,1.85599884508015e-12,0.732951278267564,0.164,0.08,4.01081350421821e-08,ENSG00000169641,Unknown,LUZP1,3,FALSE
Unknown,1.90301356976514e-12,0.680381071997536,0.132,0.057,4.11241232426247e-08,ENSG00000268205,Unknown,AC005261.1,3,FALSE
Unknown,2.34116485636754e-12,0.708226928282964,0.194,0.103,5.05925725461025e-08,ENSG00000121716,Unknown,PILRB,3,FALSE
Unknown,2.86275782947828e-12,0.737199975428985,0.239,0.142,6.18641966950256e-08,ENSG00000132872,Unknown,SYT4,4,FALSE
Unknown,3.43856034461065e-12,0.632433284988829,0.251,0.149,7.43072890470361e-08,ENSG00000149527,Unknown,PLCH2,2,FALSE
Unknown,3.48835469006059e-12,0.757811187236389,0.206,0.115,7.53833448522094e-08,ENSG00000116871,Unknown,MAP7D1,3,FALSE
Unknown,3.7129783933001e-12,0.283563842006221,0.678,0.709,8.02374630792152e-08,ENSG00000212907,Unknown,MT-ND4L,1,TRUE
Unknown,5.37803909735495e-12,0.754805941694522,0.257,0.165,1.1621942489384e-07,ENSG00000203930,Unknown,LINC00632,3,FALSE
Unknown,6.75970654568056e-12,0.643827599995615,0.111,0.045,1.46077258452157e-07,ENSG00000177000,Unknown,MTHFR,1,TRUE
Unknown,7.69240760899538e-12,0.708671388894604,0.123,0.053,1.6623292843039e-07,ENSG00000173821,Unknown,RNF213,1,TRUE
Unknown,7.7333601311638e-12,0.693841162719791,0.154,0.074,1.6711791243445e-07,ENSG00000179364,Unknown,PACS2,4,FALSE
Unknown,7.86628816222019e-12,0.672482744412932,0.128,0.056,1.69990487185578e-07,ENSG00000074755,Unknown,ZZEF1,1,TRUE
Unknown,9.05532392489834e-12,0.762851114297055,0.217,0.125,1.95685550017053e-07,ENSG00000221978,Unknown,CCNL2,3,FALSE
Unknown,1.02111649278577e-11,0.677530256303466,0.103,0.041,2.20663274091005e-07,ENSG00000176463,Unknown,SLCO3A1,1,TRUE
Unknown,1.04206784801709e-11,0.619988148913113,0.215,0.12,2.25190861956494e-07,ENSG00000114770,Unknown,ABCC5,4,FALSE
Unknown,1.30749472593767e-11,0.627557383630282,0.109,0.045,2.8254961027513e-07,ENSG00000109736,Unknown,MFSD10,3,FALSE
Unknown,1.40165666338793e-11,0.534068092601269,0.348,0.24,3.02898004958132e-07,ENSG00000182667,Unknown,NTM,2,FALSE
Unknown,2.17244393891792e-11,0.657446316687447,0.113,0.048,4.69465135200162e-07,ENSG00000100075,Unknown,SLC25A1,3,FALSE
Unknown,2.21470614427109e-11,0.740946003889016,0.164,0.084,4.78597997776982e-07,ENSG00000063015,Unknown,SEZ6,4,FALSE
Unknown,2.29906615702232e-11,0.644816997253674,0.146,0.069,4.96828196532524e-07,ENSG00000197386,Unknown,HTT,2,FALSE
Unknown,2.48471502803413e-11,0.686092287104494,0.138,0.064,5.36946917558175e-07,ENSG00000165699,Unknown,TSC1,2,FALSE
Unknown,3.78027447449397e-11,0.672316088664105,0.107,0.044,8.16917313938148e-07,ENSG00000114999,Unknown,TTL,2,FALSE
Unknown,4.6859683235841e-11,0.636776306239605,0.105,0.043,1.01263775472652e-06,ENSG00000116793,Unknown,PHTF1,2,FALSE
Unknown,5.26320224415071e-11,0.723227621997894,0.196,0.11,1.13737800496097e-06,ENSG00000115760,Unknown,BIRC6,3,FALSE
Unknown,5.26929996922191e-11,0.702897823969556,0.172,0.09,1.13869572334886e-06,ENSG00000154803,Unknown,FLCN,2,FALSE
Unknown,5.72111523901985e-11,0.646364317610216,0.115,0.05,1.23633300315219e-06,ENSG00000061938,Unknown,TNK2,3,FALSE
Unknown,5.95108050226999e-11,0.647355557993853,0.113,0.049,1.28602849654055e-06,ENSG00000175182,Unknown,FAM131A,2,FALSE
Unknown,6.50753906835282e-11,0.681803670302721,0.126,0.057,1.40627919267104e-06,ENSG00000110888,Unknown,CAPRIN2,2,FALSE
Unknown,6.62220736098227e-11,0.664544806482621,0.126,0.057,1.43105901070827e-06,ENSG00000162769,Unknown,FLVCR1,2,FALSE
Unknown,6.69177205048298e-11,0.755916731498526,0.138,0.066,1.44609194010937e-06,ENSG00000133026,Unknown,MYH10,3,FALSE
Unknown,7.79868145169414e-11,0.794475060749529,0.19,0.107,1.6852950617111e-06,ENSG00000008735,Unknown,MAPK8IP2,3,FALSE
Unknown,1.12324480076894e-10,0.721863629175568,0.152,0.077,2.42733201446168e-06,ENSG00000085832,Unknown,EPS15,3,FALSE
Unknown,1.1381692048802e-10,0.755484740028714,0.215,0.129,2.45958365174612e-06,ENSG00000197063,Unknown,MAFG,1,TRUE
Unknown,1.25573849786433e-10,0.69124719766771,0.113,0.049,2.71365089388481e-06,ENSG00000105429,Unknown,MEGF8,3,FALSE
Unknown,1.32516314005094e-10,0.710530491224965,0.144,0.071,2.86367754565007e-06,ENSG00000204843,Unknown,DCTN1,3,FALSE
Unknown,1.76094487652471e-10,0.766530879041765,0.142,0.07,3.8054018781699e-06,ENSG00000178950,Unknown,GAK,2,FALSE
Unknown,2.37199734744492e-10,0.760527187453887,0.156,0.082,5.12588626782846e-06,ENSG00000092051,Unknown,JPH4,4,FALSE
Unknown,2.7886043657566e-10,0.589905646511299,0.128,0.06,6.02617403440001e-06,ENSG00000068878,Unknown,PSME4,1,TRUE
Unknown,2.94968111209373e-10,0.716848786653994,0.14,0.069,6.37426088323455e-06,ENSG00000196313,Unknown,POM121,2,FALSE
Unknown,2.95549061347758e-10,0.591400083147268,0.119,0.053,6.38681521572506e-06,ENSG00000099814,Unknown,CEP170B,2,FALSE
Unknown,3.07199586736538e-10,0.761689555316695,0.138,0.068,6.63858306937659e-06,ENSG00000103253,Unknown,HAGHL,3,FALSE
Unknown,3.92357337650146e-10,0.548483586774503,0.366,0.286,8.47884206661967e-06,ENSG00000142192,Unknown,APP,4,FALSE
Unknown,4.02308655604141e-10,0.67031275409719,0.166,0.089,8.69389004760549e-06,ENSG00000198677,Unknown,TTC37,1,TRUE
Unknown,4.29809749741994e-10,0.73439229774432,0.119,0.055,9.28818869192448e-06,ENSG00000111728,Unknown,ST8SIA1,2,FALSE
Unknown,4.70779417230737e-10,0.695288439158052,0.18,0.102,1.01735432063562e-05,ENSG00000152256,Unknown,PDK1,2,FALSE
Unknown,5.42350303569176e-10,0.665704266169985,0.15,0.077,1.17201900601299e-05,ENSG00000088367,Unknown,EPB41L1,3,FALSE
Unknown,6.68086347065742e-10,0.747528906945573,0.2,0.12,1.44373459600907e-05,ENSG00000147526,Unknown,TACC1,4,FALSE
Unknown,9.41909570337539e-10,0.661024279094431,0.184,0.105,2.03546658149942e-05,ENSG00000126070,Unknown,AGO3,1,TRUE
Unknown,9.59506223410322e-10,0.694320938353163,0.223,0.139,2.07349294878971e-05,ENSG00000008294,Unknown,SPAG9,1,TRUE
Unknown,9.83345005296716e-10,0.632413774943902,0.172,0.095,2.1250085564462e-05,ENSG00000182718,Unknown,ANXA2,5,FALSE
Unknown,1.05508083521401e-09,0.676004798934764,0.316,0.24,2.28002968489748e-05,ENSG00000010404,Unknown,IDS,6,FALSE
Unknown,1.40833401890522e-09,0.68253631547326,0.178,0.101,3.04340981485417e-05,ENSG00000167619,Unknown,TMEM145,4,FALSE
Unknown,1.46266881973551e-09,0.739061049942245,0.229,0.148,3.16082731944844e-05,ENSG00000100836,Unknown,PABPN1,2,FALSE
Unknown,1.53850478404444e-09,0.704387824704513,0.209,0.128,3.32470883832003e-05,ENSG00000162434,Unknown,JAK1,3,FALSE
Unknown,2.58600114665674e-09,0.690872649880869,0.132,0.066,5.58834847792521e-05,ENSG00000131067,Unknown,GGT7,2,FALSE
Unknown,3.02963116712854e-09,0.718443388943197,0.219,0.14,6.54703295216477e-05,ENSG00000095066,Unknown,HOOK2,2,FALSE
Unknown,3.29960983609804e-09,0.664522075719937,0.136,0.069,7.13045685580786e-05,ENSG00000108389,Unknown,MTMR4,2,FALSE
Unknown,4.41128630026648e-09,0.684991366678233,0.152,0.082,9.53278969487587e-05,ENSG00000241973,Unknown,PI4KA,3,FALSE
Unknown,5.51741886981741e-09,0.586274267276182,0.221,0.139,0.000119231421776754,ENSG00000144834,Unknown,TAGLN3,4,FALSE
Unknown,5.63102459347638e-09,0.702714361942857,0.32,0.253,0.000121686441465025,ENSG00000123983,Unknown,ACSL3,3,FALSE
Unknown,1.51579140264738e-08,0.650481418377096,0.154,0.085,0.000327562522112099,ENSG00000121057,Unknown,AKAP1,3,FALSE
Unknown,1.51947721384291e-08,0.617981525774308,0.37,0.321,0.000328359025911454,ENSG00000116754,Unknown,SRSF11,2,FALSE
Unknown,1.71162353975126e-08,0.666621853880971,0.109,0.053,0.000369881846940247,ENSG00000197444,Unknown,OGDHL,3,FALSE
Unknown,1.9174524196867e-08,0.560584746953072,0.132,0.068,0.000414361467894296,ENSG00000077044,Unknown,DGKD,1,TRUE
Unknown,3.35180583440696e-08,0.632167368393549,0.109,0.053,0.000724325240815344,ENSG00000101298,Unknown,SNPH,2,FALSE
Unknown,4.02435804029782e-08,0.619846849563462,0.119,0.061,0.000869663772508359,ENSG00000068650,Unknown,ATP11A,2,FALSE
Unknown,5.92811319981715e-08,0.675405544541046,0.251,0.18,0.00128106526248049,ENSG00000134294,Unknown,SLC38A2,3,FALSE
Unknown,7.73281328742002e-08,0.653827228891946,0.279,0.212,0.00167106095141147,ENSG00000154265,Unknown,ABCA5,2,FALSE
Unknown,7.9031103080809e-08,0.658253114196974,0.142,0.08,0.00170786213757628,ENSG00000103249,Unknown,CLCN7,3,FALSE
Unknown,8.31470079713271e-08,0.63360175125187,0.227,0.154,0.00179680684226038,ENSG00000072274,Unknown,TFRC,1,TRUE
Unknown,8.32625199311777e-08,0.593781762828516,0.107,0.053,0.00179930305571275,ENSG00000148396,Unknown,SEC16A,3,FALSE
Unknown,8.37661831722759e-08,0.603996609278207,0.103,0.05,0.00181018721835288,ENSG00000014216,Unknown,CAPN1,2,FALSE
Unknown,9.07213372964802e-08,0.729192906869815,0.14,0.079,0.00196048809897694,ENSG00000011114,Unknown,BTBD7,2,FALSE
Unknown,1.07789714938607e-07,0.586157486043705,0.107,0.053,0.0023293357398233,ENSG00000197969,Unknown,VPS13A,2,FALSE
Unknown,1.22599473542685e-07,0.612649431550245,0.107,0.054,0.00264937462325742,ENSG00000144040,Unknown,SFXN5,1,TRUE
Unknown,1.3175957963654e-07,0.580031475417445,0.318,0.255,0.00284732451594563,ENSG00000151150,Unknown,ANK3,3,FALSE
Unknown,2.07078749780804e-07,0.644127932211121,0.14,0.079,0.00447497178276317,ENSG00000139636,Unknown,LMBR1L,2,FALSE
Unknown,2.39275189866269e-07,0.674720613508818,0.152,0.09,0.00517073685301007,ENSG00000197912,Unknown,SPG7,2,FALSE
Unknown,3.66906350717933e-07,0.610161579939727,0.111,0.058,0.00792884623901452,ENSG00000109685,Unknown,NSD2,2,FALSE
Unknown,4.04859472398265e-07,0.613882519693048,0.241,0.174,0.0087490131985265,ENSG00000242086,Unknown,MUC20-OT1,3,FALSE
Unknown,4.45612734250182e-07,0.608665545963752,0.283,0.22,0.00962969118714643,ENSG00000101210,Unknown,EEF1A2,5,FALSE
Mueller_Cells,0,1.86204897040962,0.673,0.068,0,ENSG00000148604,"Mueller
Cells",RGR,1,TRUE
Mueller_Cells,0,1.85611789610273,0.779,0.113,0,ENSG00000166426,"Mueller
Cells",CRABP1,1,TRUE
Mueller_Cells,0,1.72958771200898,0.688,0.083,0,ENSG00000140522,"Mueller
Cells",RLBP1,1,TRUE
Mueller_Cells,0,1.72061383019604,0.618,0.06,0,ENSG00000125462,"Mueller
Cells",C1orf61,1,TRUE
Mueller_Cells,0,1.69807035102943,0.743,0.121,0,ENSG00000156076,"Mueller
Cells",WIF1,1,TRUE
Mueller_Cells,0,1.65992588728267,0.579,0.055,0,ENSG00000164434,"Mueller
Cells",FABP7,1,TRUE
Mueller_Cells,0,1.64875565788762,0.521,0.037,0,ENSG00000186439,"Mueller
Cells",TRDN,1,TRUE
Mueller_Cells,0,1.64128131821668,0.517,0.037,0,ENSG00000163331,"Mueller
Cells",DAPL1,1,TRUE
Mueller_Cells,0,1.64081821243804,0.752,0.13,0,ENSG00000050165,"Mueller
Cells",DKK3,1,TRUE
Mueller_Cells,0,1.63758945605776,0.844,0.186,0,ENSG00000162998,"Mueller
Cells",FRZB,1,TRUE
Mueller_Cells,0,1.61801294833997,0.625,0.092,0,ENSG00000114315,"Mueller
Cells",HES1,1,TRUE
Mueller_Cells,0,1.59442417766858,0.524,0.054,0,ENSG00000141750,"Mueller
Cells",STAC2,1,TRUE
Mueller_Cells,0,1.58104498729724,0.655,0.123,0,ENSG00000185633,"Mueller
Cells",NDUFA4L2,2,FALSE
Mueller_Cells,0,1.57379878269616,0.891,0.224,0,ENSG00000107317,"Mueller
Cells",PTGDS,1,TRUE
Mueller_Cells,0,1.57004197487338,0.646,0.114,0,ENSG00000160202,"Mueller
Cells",CRYAA,1,TRUE
Mueller_Cells,0,1.56202762182609,0.383,0.019,0,ENSG00000049089,"Mueller
Cells",COL9A2,1,TRUE
Mueller_Cells,0,1.55422874991547,0.895,0.239,0,ENSG00000130203,"Mueller
Cells",APOE,2,FALSE
Mueller_Cells,0,1.53276666029638,0.483,0.032,0,ENSG00000100504,"Mueller
Cells",PYGL,1,TRUE
Mueller_Cells,0,1.53109443114378,0.475,0.036,0,ENSG00000079215,"Mueller
Cells",SLC1A3,1,TRUE
Mueller_Cells,0,1.5307732352388,0.349,0.018,0,ENSG00000170290,"Mueller
Cells",SLN,1,TRUE
Mueller_Cells,0,1.50639168606986,0.354,0.017,0,ENSG00000170893,"Mueller
Cells",TRH,1,TRUE
Mueller_Cells,0,1.48608492850131,0.453,0.029,0,ENSG00000237949,"Mueller
Cells",LINC00844,1,TRUE
Mueller_Cells,0,1.48608266048769,0.441,0.035,0,ENSG00000176046,"Mueller
Cells",NUPR1,2,FALSE
Mueller_Cells,0,1.48027548661201,0.494,0.039,0,ENSG00000106538,"Mueller
Cells",RARRES2,1,TRUE
Mueller_Cells,0,1.45857916661138,0.358,0.014,0,ENSG00000156510,"Mueller
Cells",HKDC1,1,TRUE
Mueller_Cells,0,1.45701536601444,0.845,0.257,0,ENSG00000211445,"Mueller
Cells",GPX3,1,TRUE
Mueller_Cells,0,1.44473894336956,0.472,0.053,0,ENSG00000166925,"Mueller
Cells",TSC22D4,1,TRUE
Mueller_Cells,0,1.43495823354724,0.893,0.307,0,ENSG00000135821,"Mueller
Cells",GLUL,1,TRUE
Mueller_Cells,0,1.43216196729854,0.386,0.013,0,ENSG00000106689,"Mueller
Cells",LHX2,1,TRUE
Mueller_Cells,0,1.43054827242451,0.709,0.177,0,ENSG00000104267,"Mueller
Cells",CA2,1,TRUE
Mueller_Cells,0,1.43046122162149,0.414,0.04,0,ENSG00000115461,"Mueller
Cells",IGFBP5,1,TRUE
Mueller_Cells,0,1.41458184502273,0.416,0.027,0,ENSG00000117525,"Mueller
Cells",F3,1,TRUE
Mueller_Cells,0,1.41117616982759,0.322,0.013,0,ENSG00000005513,"Mueller
Cells",SOX8,1,TRUE
Mueller_Cells,0,1.39941837802786,0.303,0.011,0,ENSG00000260807,"Mueller
Cells",AC009041.2,1,TRUE
Mueller_Cells,0,1.39760426143945,0.691,0.179,0,ENSG00000046653,"Mueller
Cells",GPM6B,1,TRUE
Mueller_Cells,0,1.38221444840635,0.927,0.351,0,ENSG00000120885,"Mueller
Cells",CLU,1,TRUE
Mueller_Cells,0,1.37459299023118,0.51,0.086,0,ENSG00000172201,"Mueller
Cells",ID4,1,TRUE
Mueller_Cells,0,1.37369351408359,0.347,0.036,0,ENSG00000197921,"Mueller
Cells",HES5,1,TRUE
Mueller_Cells,0,1.36851441543746,0.392,0.029,0,ENSG00000189067,"Mueller
Cells",LITAF,2,FALSE
Mueller_Cells,0,1.34612119082266,0.447,0.063,0,ENSG00000179604,"Mueller
Cells",CDC42EP4,2,FALSE
Mueller_Cells,0,1.34538496738405,0.409,0.036,0,ENSG00000165795,"Mueller
Cells",NDRG2,2,FALSE
Mueller_Cells,0,1.34233377067053,0.594,0.132,0,ENSG00000137285,"Mueller
Cells",TUBB2B,2,FALSE
Mueller_Cells,0,1.33959018388046,0.443,0.076,0,ENSG00000105954,"Mueller
Cells",NPVF,1,TRUE
Mueller_Cells,0,1.33596457815382,0.565,0.102,0,ENSG00000047457,"Mueller
Cells",CP,1,TRUE
Mueller_Cells,0,1.33294435633001,0.579,0.126,0,ENSG00000142871,"Mueller
Cells",CYR61,2,FALSE
Mueller_Cells,0,1.32170301849872,0.44,0.053,0,ENSG00000148671,"Mueller
Cells",ADIRF,2,FALSE
Mueller_Cells,0,1.31859074830031,0.361,0.021,0,ENSG00000103316,"Mueller
Cells",CRYM,1,TRUE
Mueller_Cells,0,1.30830303882835,0.484,0.076,0,ENSG00000117519,"Mueller
Cells",CNN3,2,FALSE
Mueller_Cells,0,1.30570813878864,0.361,0.019,0,ENSG00000185985,"Mueller
Cells",SLITRK2,1,TRUE
Mueller_Cells,0,1.29039445012468,0.467,0.074,0,ENSG00000221869,"Mueller
Cells",CEBPD,4,FALSE
Mueller_Cells,0,1.28635208709084,0.317,0.011,0,ENSG00000184232,"Mueller
Cells",OAF,1,TRUE
Mueller_Cells,0,1.28114282235332,0.416,0.041,0,ENSG00000250722,"Mueller
Cells",SELENOP,3,FALSE
Mueller_Cells,0,1.27638988143768,0.344,0.014,0,ENSG00000181449,"Mueller
Cells",SOX2,1,TRUE
Mueller_Cells,0,1.27574918538376,0.351,0.019,0,ENSG00000171885,"Mueller
Cells",AQP4,1,TRUE
Mueller_Cells,0,1.27299570077119,0.435,0.048,0,ENSG00000010278,"Mueller
Cells",CD9,4,FALSE
Mueller_Cells,0,1.25898603886629,0.327,0.018,0,ENSG00000089356,"Mueller
Cells",FXYD3,1,TRUE
Mueller_Cells,0,1.24812499255966,0.467,0.064,0,ENSG00000131981,"Mueller
Cells",LGALS3,2,FALSE
Mueller_Cells,0,1.24805464251667,0.374,0.029,0,ENSG00000134438,"Mueller
Cells",RAX,2,FALSE
Mueller_Cells,0,1.23452477848406,0.93,0.411,0,ENSG00000109846,"Mueller
Cells",CRYAB,1,TRUE
Mueller_Cells,0,1.23166176628006,0.263,0.009,0,ENSG00000211448,"Mueller
Cells",DIO2,1,TRUE
Mueller_Cells,0,1.2289833419351,0.967,0.416,0,ENSG00000026025,"Mueller
Cells",VIM,4,FALSE
Mueller_Cells,0,1.21993946700344,0.437,0.058,0,ENSG00000174021,"Mueller
Cells",GNG5,3,FALSE
Mueller_Cells,0,1.19036647716399,0.485,0.071,0,ENSG00000155366,"Mueller
Cells",RHOC,3,FALSE
Mueller_Cells,0,1.17334691797006,0.358,0.037,0,ENSG00000059691,"Mueller
Cells",GATB,1,TRUE
Mueller_Cells,0,1.16774952871869,0.682,0.215,0,ENSG00000118785,"Mueller
Cells",SPP1,2,FALSE
Mueller_Cells,0,1.16548460466102,0.346,0.027,0,ENSG00000101335,"Mueller
Cells",MYL9,2,FALSE
Mueller_Cells,0,1.16453736102587,0.268,0.007,0,ENSG00000092758,"Mueller
Cells",COL9A3,1,TRUE
Mueller_Cells,0,1.16153279530798,0.347,0.032,0,ENSG00000169299,"Mueller
Cells",PGM2,1,TRUE
Mueller_Cells,0,1.15924781301242,0.513,0.119,0,ENSG00000117394,"Mueller
Cells",SLC2A1,3,FALSE
Mueller_Cells,0,1.15073030394058,0.296,0.011,0,ENSG00000163646,"Mueller
Cells",CLRN1,1,TRUE
Mueller_Cells,0,1.14595834395183,0.317,0.023,0,ENSG00000131969,"Mueller
Cells",ABHD12B,1,TRUE
Mueller_Cells,0,1.14247003446629,0.39,0.05,0,ENSG00000105894,"Mueller
Cells",PTN,3,FALSE
Mueller_Cells,0,1.11458048516124,0.262,0.007,0,ENSG00000166482,"Mueller
Cells",MFAP4,1,TRUE
Mueller_Cells,0,1.11136080082963,0.277,0.014,0,ENSG00000125398,"Mueller
Cells",SOX9,1,TRUE
Mueller_Cells,0,1.10309676487436,0.871,0.415,0,ENSG00000091513,"Mueller
Cells",TF,1,TRUE
Mueller_Cells,0,1.09421574378288,0.292,0.017,0,ENSG00000146250,"Mueller
Cells",PRSS35,1,TRUE
Mueller_Cells,0,1.00055153080333,0.793,0.414,0,ENSG00000120129,"Mueller
Cells",DUSP1,2,FALSE
Mueller_Cells,2.22991924875683e-300,1.0899687369351,0.353,0.044,4.81885549656352e-296,ENSG00000105974,"Mueller
Cells",CAV1,2,FALSE
Mueller_Cells,2.51174911252347e-300,1.27076944238313,0.293,0.022,5.42788983216322e-296,ENSG00000176170,"Mueller
Cells",SPHK1,1,TRUE
Mueller_Cells,6.24345629284818e-299,1.01331548442652,0.554,0.149,1.34921090488449e-294,ENSG00000131016,"Mueller
Cells",AKAP12,3,FALSE
Mueller_Cells,1.69650722744127e-298,1.06372941597169,0.266,0.013,3.66615211850058e-294,ENSG00000137573,"Mueller
Cells",SULF1,1,TRUE
Mueller_Cells,3.39338108532434e-297,1.1440923356024,0.44,0.087,7.3330965253859e-293,ENSG00000188290,"Mueller
Cells",HES4,2,FALSE
Mueller_Cells,9.17433184352306e-297,0.990312761766311,0.261,0.011,1.98257311138533e-292,ENSG00000115380,"Mueller
Cells",EFEMP1,1,TRUE
Mueller_Cells,1.76996437144283e-296,1.13720316305655,0.435,0.085,3.82489300668795e-292,ENSG00000172216,"Mueller
Cells",CEBPB,3,FALSE
Mueller_Cells,2.18310585984121e-293,1.03000117564223,0.306,0.028,4.71769176311686e-289,ENSG00000128052,"Mueller
Cells",KDR,1,TRUE
Mueller_Cells,5.87755003820534e-293,1.1485988748374,0.361,0.051,1.27013856325617e-288,ENSG00000152518,"Mueller
Cells",ZFP36L2,1,TRUE
Mueller_Cells,1.72440028896817e-292,1.11836623458768,0.429,0.084,3.72642902446021e-288,ENSG00000187193,"Mueller
Cells",MT1X,1,TRUE
Mueller_Cells,2.97003261887468e-292,1.08925322754053,0.545,0.168,6.41824048938818e-288,ENSG00000115738,"Mueller
Cells",ID2,1,TRUE
Mueller_Cells,5.34020433910931e-289,1.09741955166258,0.253,0.011,1.15401815768152e-284,ENSG00000160678,"Mueller
Cells",S100A1,1,TRUE
Mueller_Cells,1.06477590802888e-288,1.15549003076515,0.371,0.057,2.30098073725042e-284,ENSG00000185650,"Mueller
Cells",ZFP36L1,4,FALSE
Mueller_Cells,2.1399743427541e-287,1.02917881133708,0.634,0.248,4.62448455469162e-283,ENSG00000112715,"Mueller
Cells",VEGFA,2,FALSE
Mueller_Cells,1.40832577512475e-286,1.1375655556866,0.295,0.025,3.04339200004459e-282,ENSG00000121039,"Mueller
Cells",RDH10,1,TRUE
Mueller_Cells,2.9227025829327e-284,1.06307088071362,0.45,0.096,6.31596028171757e-280,ENSG00000125148,"Mueller
Cells",MT2A,3,FALSE
